sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
chr9:61401886-61401909	TLE3	48.942	20.88	48.942	20.88	-1.1906	393.74	397.09	1.4537	0.07302	0.92698	0.14604	0.33796	False
chr8:11239022-11239045	COL4A1	21.752	37.963	21.752	37.963	0.77613	131.41	124.55	1.4526	0.92491	0.075089	0.15018	0.34411	True
chr2:112627744-112627767	AVEN	32.628	12.338	32.628	12.338	-1.3341	205.84	221.81	1.4513	0.073353	0.92665	0.14671	0.33887	False
chr17:28195026-28195049	ZFP523	162.05	93.011	162.05	93.011	-0.79444	2383.4	2270.4	1.4512	0.073363	0.92664	0.14673	0.33887	False
chr11:82742074-82742097	CCT6B	106.58	55.996	106.58	55.996	-0.91654	1279.6	1229.2	1.4507	0.073426	0.92657	0.14685	0.33899	False
chr12:110694021-110694044	HSP90AA1	57.643	90.163	57.643	90.163	0.6365	528.79	502.95	1.4501	0.92611	0.073892	0.14778	0.34046	True
chr4:127312560-127312583	GJA4	167.49	96.807	167.49	96.807	-0.78466	2498.1	2383.2	1.4499	0.073544	0.92646	0.14709	0.33937	False
chr9:39839866-39839889	OLFR971	271.9	170.84	271.9	170.84	-0.66734	5107	4864.3	1.4494	0.073616	0.92638	0.14723	0.33953	False
chr5:120769340-120769363	OAS3	147.91	83.52	147.91	83.52	-0.81711	2073.3	1985.8	1.448	0.073805	0.9262	0.14761	0.34023	False
chr2:111229240-111229263	4930430A15RIK	98.971	51.251	98.971	51.251	-0.93607	1138.6	1103.2	1.4462	0.074056	0.92594	0.14811	0.34087	False
chr10:41894989-41895012	SESN1	230.57	141.41	230.57	141.41	-0.70136	3974.5	3814.2	1.4442	0.074337	0.92566	0.14867	0.34194	False
chr1:6245608-6245631	RB1CC1	158.79	91.112	158.79	91.112	-0.79471	2290.1	2203.6	1.444	0.074363	0.92564	0.14873	0.34194	False
chr8:104309605-104309628	CMTM1	134.86	74.978	134.86	74.978	-0.83849	1793.1	1734.3	1.4419	0.074663	0.92534	0.14933	0.34293	False
chr8:61709018-61709041	PALLD	30.453	11.389	30.453	11.389	-1.3441	181.71	200.98	1.4417	0.074689	0.92531	0.14938	0.34293	False
chr7:81977361-81977384	BNC1	32.628	54.098	32.628	54.098	0.71234	230.48	221.81	1.4416	0.92421	0.075786	0.15157	0.34565	True
chr2:140164518-140164541	ESF1	191.42	113.89	191.42	113.89	-0.74398	3005.2	2900	1.4409	0.074811	0.92519	0.14962	0.34332	False
chr1:132434186-132434209	DSTYK	85.92	129.08	85.92	129.08	0.58159	931.2	897.68	1.4404	0.92496	0.075036	0.15007	0.34411	True
chr17:35017751-35017774	D17H6S56E-3	16.314	29.422	16.314	29.422	0.81316	85.906	83	1.4388	0.92203	0.077969	0.15594	0.35077	True
chr8:27227991-27228014	ADRB3	220.78	134.77	220.78	134.77	-0.70798	3699	3578.1	1.4387	0.075125	0.92488	0.15025	0.34411	False
chr14:20983362-20983385	VCL	203.38	122.43	203.38	122.43	-0.72754	3276.3	3170.6	1.4386	0.075134	0.92487	0.15027	0.34411	False
chr8:83668074-83668097	PTGER1	88.095	44.607	88.095	44.607	-0.96609	945.62	930.97	1.4378	0.075239	0.92476	0.15048	0.34419	False
chr2:79428740-79428763	CERKL	88.095	44.607	88.095	44.607	-0.96609	945.62	930.97	1.4378	0.075239	0.92476	0.15048	0.34419	False
chr5:145030535-145030558	GM4871	192.5	114.84	192.5	114.84	-0.74024	3016	2924.3	1.4374	0.075301	0.9247	0.1506	0.34419	False
chr4:141595272-141595295	FBLIM1	104.41	55.047	104.41	55.047	-0.91129	1218.3	1192.7	1.4374	0.075302	0.9247	0.1506	0.34419	False
chr15:76722922-76722945	C030006K11RIK	117.46	63.589	117.46	63.589	-0.87505	1451.1	1416.7	1.4371	0.075345	0.92465	0.15069	0.34422	False
chr17:69387742-69387765	ZFP161	160.96	93.011	160.96	93.011	-0.78478	2308.9	2248.1	1.4354	0.075582	0.92442	0.15116	0.34513	False
chr2:79878165-79878188	PDE1A	216.43	131.92	216.43	131.92	-0.70997	3570.9	3474.7	1.4344	0.075724	0.92428	0.15145	0.34561	False
chr1:52925385-52925408	1700019D03RIK	41.329	17.084	41.329	17.084	-1.227	293.91	311.29	1.4336	0.075841	0.92416	0.15168	0.34565	False
chr17:47820901-47820924	MDFI	506.82	348.31	506.82	348.31	-0.53979	12562	12225	1.4336	0.075846	0.92415	0.15169	0.34565	False
chr8:84953014-84953037	RTBDN	300.18	192.66	300.18	192.66	-0.63705	5779.5	5629.6	1.4331	0.075912	0.92409	0.15182	0.34578	False
chr6:135242126-135242149	GSG1	61.993	95.858	61.993	95.858	0.62067	573.41	558.81	1.4326	0.92368	0.076323	0.15265	0.34658	True
chr12:56612260-56612283	NKX2-9	61.993	95.858	61.993	95.858	0.62067	573.41	558.81	1.4326	0.92368	0.076323	0.15265	0.34658	True
chr9:38026136-38026159	OLFR883	61.993	95.858	61.993	95.858	0.62067	573.41	558.81	1.4326	0.92368	0.076323	0.15265	0.34658	True
chr3:36946403-36946426	4932438A13RIK	96.796	50.302	96.796	50.302	-0.93078	1080.9	1068	1.4325	0.075994	0.92401	0.15199	0.34598	False
chr12:85095122-85095145	PROX2	20.664	36.065	20.664	36.065	0.77474	118.59	115.83	1.431	0.92164	0.078363	0.15673	0.35137	True
chr11:73777163-73777186	OLFR389	105.5	55.996	105.5	55.996	-0.90188	1225.2	1210.9	1.4303	0.076316	0.92368	0.15263	0.34658	False
chr18:10741108-10741131	MIB1	242.53	150.9	242.53	150.9	-0.68096	4198	4109.6	1.4298	0.07638	0.92362	0.15276	0.34658	False
chr18:84871553-84871576	CYB5	242.53	150.9	242.53	150.9	-0.68096	4198	4109.6	1.4298	0.07638	0.92362	0.15276	0.34658	False
chr9:32255697-32255720	ARHGAP32	795.03	574.2	795.03	574.2	-0.46877	24384	23863	1.4296	0.076417	0.92358	0.15283	0.34658	False
chr9:61409357-61409380	TLE3	89.183	45.556	89.183	45.556	-0.95388	951.65	947.76	1.4291	0.076484	0.92352	0.15297	0.34658	False
chr7:108124846-108124869	OLFR484	275.16	174.63	275.16	174.63	-0.65296	5053.2	4950.7	1.4291	0.076492	0.92351	0.15298	0.34658	False
chr6:78467850-78467873	REG3G	255.59	160.4	255.59	160.4	-0.66884	4530.6	4439.8	1.429	0.076503	0.9235	0.15301	0.34658	False
chr11:83427308-83427331	GAS2L2	3.2628	7.5927	3.2628	7.5927	1.0113	9.374	9.1864	1.4286	0.91089	0.089114	0.17823	0.38135	True
chr6:13078154-13078177	TMEM106B	369.78	244.86	369.78	244.86	-0.59271	7802.4	7663	1.4271	0.076777	0.92322	0.15355	0.34765	False
chr19:28901470-28901493	SLC1A1	106.58	156.6	106.58	156.6	0.55079	1250.7	1229.2	1.4266	0.92305	0.076946	0.15389	0.34822	True
chrX:20672442-20672465	UBA1	28.278	47.454	28.278	47.454	0.72683	183.87	180.82	1.4261	0.92169	0.078305	0.15661	0.35129	True
chr2:125247857-125247880	DUT	15.226	4.7454	15.226	4.7454	-1.4979	54.925	75.338	1.4257	0.076978	0.92302	0.15396	0.34822	False
chr5:9399281-9399304	9330182L06RIK	102.23	54.098	102.23	54.098	-0.90585	1158.6	1156.6	1.4238	0.077256	0.92274	0.15451	0.34931	False
chr12:103767871-103767894	SERPINA1D	605.79	426.14	605.79	426.14	-0.50649	16137	15931	1.4234	0.077316	0.92268	0.15463	0.34941	False
chr11:70007449-70007472	DVL2	78.307	38.913	78.307	38.913	-0.99061	775.96	784.32	1.4229	0.077378	0.92262	0.15476	0.34951	False
chr4:149262716-149262739	KIF1B	149	85.418	149	85.418	-0.79557	2021.4	2007.2	1.422	0.077512	0.92249	0.15502	0.34995	False
chr7:24595132-24595155	ETHE1	31.54	52.2	31.54	52.2	0.70919	213.41	211.31	1.4212	0.92119	0.078812	0.15762	0.35233	True
chr1:162353692-162353715	DNM3	31.54	52.2	31.54	52.2	0.70919	213.41	211.31	1.4212	0.92119	0.078812	0.15762	0.35233	True
chr6:28244049-28244072	ZFP800	227.31	314.15	227.31	314.15	0.46505	3770.6	3735	1.4209	0.92232	0.077675	0.15535	0.35051	True
chr3:88326126-88326149	0610031J06RIK	90.271	46.505	90.271	46.505	-0.94206	957.71	964.64	1.4206	0.077714	0.92229	0.15543	0.35052	False
chr7:28732731-28732754	FBXO17	39.154	16.134	39.154	16.134	-1.2286	264.94	288.03	1.4201	0.077787	0.92221	0.15557	0.35067	False
chr1:23849417-23849440	SMAP1	266.46	168.94	266.46	168.94	-0.65433	4755.5	4721.4	1.4196	0.077856	0.92214	0.15571	0.35077	False
chr2:129285734-129285757	CKAP2L	89.183	132.87	89.183	132.87	0.56993	954.37	947.76	1.4191	0.92192	0.078077	0.15615	0.35077	True
chr12:72903263-72903286	4930447C04RIK	441.56	299.91	441.56	299.91	-0.55655	10033	9965.6	1.419	0.077949	0.92205	0.1559	0.35077	False
chr6:93747215-93747238	MAGI1	134.86	75.927	134.86	75.927	-0.82058	1736.7	1734.3	1.419	0.077951	0.92205	0.1559	0.35077	False
chr13:30906524-30906547	EXOC2	216.43	132.87	216.43	132.87	-0.69971	3491.1	3474.7	1.4183	0.07805	0.92195	0.1561	0.35077	False
chr1:11545169-11545192	A830018L16RIK	280.6	179.38	280.6	179.38	-0.64263	5123	5095.9	1.4182	0.078059	0.92194	0.15612	0.35077	False
chr8:56307629-56307652	HPGD	130.51	73.08	130.51	73.08	-0.82804	1649.2	1652.9	1.4168	0.078272	0.92173	0.15654	0.35129	False
chr2:71311520-71311543	SLC25A12	103.32	55.047	103.32	55.047	-0.89633	1165.2	1174.6	1.4166	0.0783	0.9217	0.1566	0.35129	False
chr13:41656150-41656173	GM5082	171.84	101.55	171.84	101.55	-0.75308	2470.2	2474.7	1.4147	0.078583	0.92142	0.15717	0.35184	False
chr11:77968917-77968940	SEZ6	21.752	7.5927	21.752	7.5927	-1.4048	100.24	124.55	1.4143	0.078641	0.92136	0.15728	0.35193	False
chr12:37252552-37252575	AGMO	23.927	40.811	23.927	40.811	0.74615	142.53	142.57	1.414	0.9195	0.080495	0.16099	0.35659	True
chr1:87880404-87880427	DGKD	23.927	40.811	23.927	40.811	0.74615	142.53	142.57	1.414	0.9195	0.080495	0.16099	0.35659	True
chr3:83766879-83766902	SFRP2	46.767	74.029	46.767	74.029	0.65144	371.61	371.9	1.4137	0.92066	0.079337	0.15867	0.35384	True
chr12:75942352-75942375	SYNE2	237.1	148.06	237.1	148.06	-0.67568	3964	3974.4	1.4129	0.078845	0.92115	0.15769	0.35233	False
chr1:174430688-174430711	OLFR414	68.519	104.4	68.519	104.4	0.6004	643.72	646.05	1.4117	0.9207	0.079304	0.15861	0.35384	True
chr14:57999034-57999057	EFHA1	7.6132	15.185	7.6132	15.185	0.91007	28.669	28.803	1.4109	0.91417	0.085829	0.17166	0.37131	True
chr10:79815201-79815224	PALM	7.6132	15.185	7.6132	15.185	0.91007	28.669	28.803	1.4109	0.91417	0.085829	0.17166	0.37131	True
chr9:95670189-95670212	PCOLCE2	113.11	61.691	113.11	61.691	-0.86411	1322	1340.7	1.4106	0.079188	0.92081	0.15838	0.35361	False
chr2:28675226-28675249	TSC1	68.519	33.218	68.519	33.218	-1.0226	623.07	646.05	1.4104	0.079209	0.92079	0.15842	0.35361	False
chr19:5951709-5951732	POLA2	150.09	213.54	150.09	213.54	0.50588	2013.3	2028.7	1.4088	0.92052	0.079476	0.15895	0.35429	True
chr1:139249006-139249029	CRB1	279.51	179.38	279.51	179.38	-0.63705	5013.5	5066.7	1.407	0.079708	0.92029	0.15942	0.35502	False
chr7:127020129-127020152	PRRT2	168.58	99.654	168.58	99.654	-0.75254	2375.2	2406	1.407	0.079717	0.92028	0.15943	0.35502	False
chr9:119342758-119342781	ACAA1A	88.095	130.97	88.095	130.97	0.56683	919.28	930.97	1.4053	0.91988	0.08012	0.16024	0.35623	True
chr10:41894987-41895010	SESN1	128.34	72.131	128.34	72.131	-0.82258	1579.6	1612.8	1.4039	0.080178	0.91982	0.16036	0.35623	False
chr5:88465144-88465167	AMBN	138.13	78.774	138.13	78.774	-0.80239	1761.3	1796.1	1.4039	0.080178	0.91982	0.16036	0.35623	False
chr3:58545260-58545283	EIF2A	80.482	40.811	80.482	40.811	-0.96261	786.92	816.21	1.4034	0.080247	0.91975	0.16049	0.35623	False
chr11:103078436-103078459	PLCD3	228.4	142.36	228.4	142.36	-0.67817	3700.8	3761.3	1.4034	0.08025	0.91975	0.1605	0.35623	False
chr15:77488419-77488442	APOL10A	209.91	129.08	209.91	129.08	-0.69725	3266.8	3321.5	1.4033	0.080256	0.91974	0.16051	0.35623	False
chr2:163828869-163828892	WISP2	72.869	36.065	72.869	36.065	-0.9949	677.26	706.44	1.4033	0.080261	0.91974	0.16052	0.35623	False
chr17:69259104-69259127	EPB4.1L3	96.796	51.251	96.796	51.251	-0.90433	1037.2	1068	1.4031	0.080299	0.9197	0.1606	0.35623	False
chr17:24896899-24896922	NME3	58.73	27.524	58.73	27.524	-1.0663	486.93	516.74	1.4023	0.080408	0.91959	0.16082	0.35654	False
chr4:108848016-108848039	KTI12	36.978	59.792	36.978	59.792	0.67872	260.24	265.35	1.4005	0.91838	0.081623	0.16325	0.35984	True
chr7:102928019-102928042	OLFR572	210.99	130.02	210.99	130.02	-0.69418	3278	3346.9	1.4004	0.080697	0.9193	0.16139	0.35731	False
chr15:96420177-96420200	SCAF11	106.58	155.65	106.58	155.65	0.54207	1203.7	1229.2	1.3995	0.91907	0.08093	0.16186	0.35799	True
chr4:111980345-111980368	SKINT7	54.38	84.469	54.38	84.469	0.62603	452.67	462.32	1.3994	0.91869	0.081315	0.16263	0.35914	True
chr11:100420909-100420932	FKBP10	159.88	93.96	159.88	93.96	-0.76057	2172.5	2225.8	1.3993	0.080856	0.91914	0.16171	0.35784	False
chr10:79665130-79665153	MADCAM1	89.183	46.505	89.183	46.505	-0.92477	910.7	947.76	1.3977	0.081098	0.9189	0.1622	0.35856	False
chr3:107299193-107299216	SLC16A4	667.79	478.34	667.79	478.34	-0.48049	17945	18412	1.3962	0.081333	0.91867	0.16267	0.35914	False
chr16:58448848-58448871	DCBLD2	177.28	106.3	177.28	106.3	-0.73251	2519.1	2590.6	1.3961	0.081345	0.91865	0.16269	0.35914	False
chr2:36127179-36127202	RBM18	882.04	649.18	882.04	649.18	-0.44165	27113	27850	1.3954	0.08145	0.91855	0.1629	0.35934	False
chr6:32239477-32239500	PLXNA4	160.96	94.909	160.96	94.909	-0.75594	2181.7	2248.1	1.3953	0.081469	0.91853	0.16294	0.35934	False
chr7:45327289-45327312	TRPM4	5.438	11.389	5.438	11.389	0.94438	17.708	18.211	1.3945	0.90922	0.090776	0.18155	0.38627	True
chr19:5641211-5641234	RELA	61.993	94.909	61.993	94.909	0.60647	541.72	558.81	1.3924	0.91774	0.082256	0.16451	0.36194	True
chr11:69359860-69359883	CHD3	61.993	94.909	61.993	94.909	0.60647	541.72	558.81	1.3924	0.91774	0.082256	0.16451	0.36194	True
chr17:46686581-46686604	PPP2R5D	87.008	129.08	87.008	129.08	0.56365	884.86	914.28	1.3913	0.91776	0.082236	0.16447	0.36194	True
chr1:92983000-92983023	GPR35	51.117	79.723	51.117	79.723	0.63123	409.16	422.8	1.3912	0.91739	0.082614	0.16523	0.36238	True
chr2:79898064-79898087	PDE1A	274.07	176.53	274.07	176.53	-0.63176	4757.5	4921.9	1.3907	0.082162	0.91784	0.16432	0.36194	False
chr7:45218076-45218099	TEAD2	56.555	87.316	56.555	87.316	0.61773	473.12	489.28	1.3907	0.9174	0.082602	0.1652	0.36238	True
chr12:37242145-37242168	AGMO	141.39	81.621	141.39	81.621	-0.78524	1786	1858.6	1.3894	0.082349	0.91765	0.1647	0.36218	False
chr15:103309225-103309248	GPR84	103.32	55.996	103.32	55.996	-0.87211	1119.9	1174.6	1.3886	0.082483	0.91752	0.16497	0.36238	False
chr11:84878059-84878082	PIGW	94.621	50.302	94.621	50.302	-0.89832	982.11	1033.1	1.3885	0.082485	0.91752	0.16497	0.36238	False
chr1:58398998-58399021	BZW1	78.307	39.862	78.307	39.862	-0.9567	739.03	784.32	1.3882	0.082539	0.91746	0.16508	0.36238	False
chr2:163314323-163314346	TOX2	152.26	89.214	152.26	89.214	-0.76459	1987.6	2072	1.3876	0.082631	0.91737	0.16526	0.36238	False
chr13:83635410-83635433	MEF2C	163.14	96.807	163.14	96.807	-0.74692	2200	2292.8	1.3873	0.08268	0.91732	0.16536	0.36242	False
chr10:127286143-127286166	MBD6	79.395	118.64	79.395	118.64	0.57348	769.93	800.21	1.3872	0.9171	0.082898	0.1658	0.36312	True
chr16:97763526-97763549	RIPK4	50.03	22.778	50.03	22.778	-1.1017	371.32	409.88	1.3854	0.082967	0.91703	0.16593	0.36312	False
chr3:88326127-88326150	0610031J06RIK	53.292	24.676	53.292	24.676	-1.0803	409.44	449.02	1.3853	0.082978	0.91702	0.16596	0.36312	False
chr13:4196445-4196468	AKR1C13	181.63	253.41	181.63	253.41	0.47822	2576	2684.6	1.3853	0.917	0.082998	0.166	0.36312	True
chr15:5212053-5212076	TTC33	18.489	32.269	18.489	32.269	0.7715	94.941	98.991	1.385	0.91427	0.085734	0.17147	0.37131	True
chr12:37252532-37252555	AGMO	210.99	130.97	210.99	130.97	-0.68377	3201.6	3346.9	1.384	0.083184	0.91682	0.16637	0.36376	False
chr1:118868117-118868140	GLI2	164.23	97.756	164.23	97.756	-0.74251	2209.2	2315.3	1.3834	0.083279	0.91672	0.16656	0.364	False
chrX:16886619-16886642	NDP	108.76	59.792	108.76	59.792	-0.85239	1198.9	1266	1.3829	0.083351	0.91665	0.1667	0.36414	False
chr9:15308780-15308803	TAF1D	271.9	368.25	271.9	368.25	0.43621	4641.3	4864.3	1.3814	0.91642	0.08358	0.16716	0.36497	True
chr11:53422819-53422842	LEAP2	251.24	160.4	251.24	160.4	-0.64417	4125.9	4328.8	1.3811	0.083628	0.91637	0.16726	0.36501	False
chr8:41282586-41282609	PCM1	149	87.316	149	87.316	-0.76423	1902.5	2007.2	1.3795	0.083877	0.91612	0.16775	0.36592	False
chr5:137735795-137735818	6430598A04RIK	159.88	94.909	159.88	94.909	-0.74622	2110.4	2225.8	1.3792	0.083924	0.91608	0.16785	0.36595	False
chr7:132837178-132837201	METTL10	97.884	143.31	97.884	143.31	0.54539	1031.9	1085.5	1.3788	0.9159	0.0841	0.1682	0.36637	True
chr2:88224566-88224589	OLFR1170	245.8	156.6	245.8	156.6	-0.64706	3978.1	4191.3	1.3782	0.084069	0.91593	0.16814	0.36637	False
chr18:40258926-40258949	KCTD16	32.628	53.149	32.628	53.149	0.68727	210.55	221.81	1.3779	0.91466	0.085335	0.17067	0.37017	True
chr2:32299278-32299301	GOLGA2	127.25	182.22	127.25	182.22	0.51467	1511.2	1592.8	1.3775	0.91576	0.084239	0.16848	0.36681	True
chr2:3348265-3348288	OLAH	109.85	60.742	109.85	60.742	-0.84426	1205.7	1284.5	1.3765	0.084328	0.91567	0.16866	0.36702	False
chr6:124700011-124700034	LPCAT3	105.5	57.894	105.5	57.894	-0.85461	1133	1210.9	1.3751	0.084549	0.91545	0.1691	0.3678	False
chr2:143546642-143546665	PCSK2	88.095	46.505	88.095	46.505	-0.90726	864.87	930.97	1.3745	0.084649	0.91535	0.1693	0.36807	False
chr11:53134063-53134086	FSTL4	101.15	55.047	101.15	55.047	-0.86593	1062.6	1138.7	1.3741	0.084704	0.9153	0.16941	0.36813	False
chrX:73798798-73798821	PDZD4	96.796	52.2	96.796	52.2	-0.87836	994.42	1068	1.3736	0.084782	0.91522	0.16956	0.3683	False
chrX:142189674-142189697	GUCY2F	221.87	139.52	221.87	139.52	-0.66547	3391.1	3604.1	1.3724	0.084963	0.91504	0.16993	0.36891	False
chr14:55720767-55720790	RABGGTA	78.307	116.74	78.307	116.74	0.57005	738.46	784.32	1.3722	0.91479	0.085215	0.17043	0.36983	True
chr2:87034097-87034120	OLFR1105	110.94	160.4	110.94	160.4	0.52794	1223.2	1303.2	1.3701	0.91458	0.085415	0.17083	0.37035	True
chr2:170116204-170116227	ZFP217	13.051	23.727	13.051	23.727	0.81541	56.988	60.722	1.37	0.91046	0.089543	0.17909	0.38282	True
chr12:111410260-111410283	A230065H16RIK	11.964	3.7963	11.964	3.7963	-1.4345	33.352	53.786	1.3677	0.08571	0.91429	0.17142	0.37131	False
chr5:21425412-21425435	FAM185A	21.752	37.014	21.752	37.014	0.74055	116.47	124.55	1.3676	0.91202	0.087977	0.17595	0.37842	True
chr2:30967274-30967297	TOR1A	21.752	37.014	21.752	37.014	0.74055	116.47	124.55	1.3676	0.91202	0.087977	0.17595	0.37842	True
chr13:30886270-30886293	EXOC2	94.621	138.57	94.621	138.57	0.54555	965.61	1033.1	1.3672	0.91408	0.085919	0.17184	0.37131	True
chr1:59913516-59913539	FAM117B	35.891	15.185	35.891	15.185	-1.1886	214.36	254.23	1.3665	0.085898	0.9141	0.1718	0.37131	False
chr16:22868743-22868766	DNAJB11	475.28	331.23	475.28	331.23	-0.51962	10375	11114	1.3664	0.085906	0.91409	0.17181	0.37131	False
chr4:91308617-91308640	ELAVL2	258.85	167.04	258.85	167.04	-0.62887	4214.5	4523.7	1.3654	0.086069	0.91393	0.17214	0.37178	False
chr3:116641856-116641879	HIAT1	46.767	73.08	46.767	73.08	0.63307	346.19	371.9	1.3644	0.91312	0.086878	0.17376	0.37457	True
chr6:149144315-149144338	4833442J19RIK	77.219	39.862	77.219	39.862	-0.93678	697.8	768.54	1.3629	0.086458	0.91354	0.17292	0.37328	False
chr17:37300144-37300167	OLFR101	267.55	173.68	267.55	173.68	-0.62045	4405.4	4749.9	1.3623	0.086556	0.91344	0.17311	0.37343	False
chr4:73402010-73402033	GM11487	176.19	107.25	176.19	107.25	-0.71098	2376.6	2567.3	1.3622	0.086574	0.91343	0.17315	0.37343	False
chr11:84878090-84878113	PIGW	25.015	41.76	25.015	41.76	0.71693	140.2	151.86	1.3588	0.91101	0.088988	0.17798	0.38116	True
chr18:61009426-61009449	SLC6A7	43.504	68.334	43.504	68.334	0.63964	308.27	335.12	1.3564	0.91174	0.08826	0.17652	0.37918	True
chrX:87419172-87419195	IL1RAPL1	108.76	60.742	108.76	60.742	-0.83004	1152.9	1266	1.3559	0.08756	0.91244	0.17512	0.37733	False
chr16:37997956-37997979	GPR156	28.278	46.505	28.278	46.505	0.69829	166.12	180.82	1.3555	0.9108	0.089205	0.17841	0.38156	True
chr7:127590656-127590679	RNF40	48.942	75.927	48.942	75.927	0.62324	364.1	397.09	1.3542	0.91154	0.088459	0.17692	0.37925	True
chr11:115960503-115960526	SAP30BP	48.942	75.927	48.942	75.927	0.62324	364.1	397.09	1.3542	0.91154	0.088459	0.17692	0.37925	True
chr5:111419475-111419498	MN1	104.41	57.894	104.41	57.894	-0.8398	1081.8	1192.7	1.354	0.087872	0.91213	0.17574	0.37842	False
chr9:21081329-21081352	RAVER1	78.307	40.811	78.307	40.811	-0.92358	702.99	784.32	1.3535	0.087946	0.91205	0.17589	0.37842	False
chr12:8227224-8227247	1110057K04RIK	123.99	71.182	123.99	71.182	-0.79207	1394.2	1533.4	1.3529	0.088045	0.91195	0.17609	0.37854	False
chr11:6338690-6338713	OGDH	162.05	97.756	162.05	97.756	-0.72339	2067	2270.4	1.3513	0.088303	0.9117	0.17661	0.37918	False
chr11:23412261-23412284	USP34	217.52	137.62	217.52	137.62	-0.65665	3192.2	3500.4	1.3512	0.088319	0.91168	0.17664	0.37918	False
chr17:24896699-24896722	NME3	81.57	120.53	81.57	120.53	0.55767	759.1	832.3	1.3506	0.91138	0.08862	0.17724	0.37977	True
chr9:14575304-14575327	AMOTL1	16.314	5.6945	16.314	5.6945	-1.3709	56.386	83	1.3503	0.088453	0.91155	0.17691	0.37925	False
chr12:85095167-85095190	PROX2	40.241	63.589	40.241	63.589	0.6472	272.56	299.59	1.3489	0.91042	0.089583	0.17917	0.38282	True
chr11:97036485-97036508	LRRC46	193.59	120.53	193.59	120.53	-0.6791	2668.8	2948.6	1.3465	0.089078	0.91092	0.17816	0.38135	False
chr13:98636986-98637009	TMEM174	11.964	21.829	11.964	21.829	0.8164	48.663	53.786	1.3452	0.90588	0.094123	0.18825	0.39419	True
chr18:34596055-34596078	4933408B17RIK	88.095	129.08	88.095	129.08	0.54593	839.69	930.97	1.3431	0.91021	0.089794	0.17959	0.38341	True
chr11:59328598-59328621	WNT9A	20.664	35.116	20.664	35.116	0.73732	104.43	115.83	1.3428	0.90781	0.092193	0.18439	0.38963	True
chr2:36859932-36859955	OLFR351	117.46	167.99	117.46	167.99	0.51252	1276.5	1416.7	1.3424	0.91019	0.089813	0.17963	0.38341	True
chr4:103018282-103018305	INSL5	153.35	92.061	153.35	92.061	-0.72996	1878.2	2093.8	1.3417	0.089847	0.91015	0.17969	0.38341	False
chr18:67644403-67644426	PSMG2	66.344	99.654	66.344	99.654	0.5798	554.8	616.52	1.3416	0.90979	0.09021	0.18042	0.38461	True
chr13:27804995-27805018	PRL2A1	142.48	84.469	142.48	84.469	-0.74733	1682.4	1879.6	1.3408	0.089993	0.91001	0.17999	0.38386	False
chr1:173872987-173873010	MNDAL	362.17	246.76	362.17	246.76	-0.55169	6659.5	7430.7	1.3389	0.090304	0.9097	0.18061	0.38483	False
chr2:150688719-150688742	VSX1	76.132	39.862	76.132	39.862	-0.91658	657.77	752.85	1.3371	0.09059	0.90941	0.18118	0.38583	False
chr2:117260274-117260297	FAM98B	68.519	102.5	68.519	102.5	0.57418	577.41	646.05	1.337	0.90907	0.090935	0.18187	0.38627	True
chr19:32486315-32486338	MINPP1	149	89.214	149	89.214	-0.73355	1787.2	2007.2	1.3369	0.090624	0.90938	0.18125	0.38583	False
chr3:30896223-30896246	GPR160	1097.4	835.2	1097.4	835.2	-0.39347	34372	38557	1.3353	0.090896	0.9091	0.18179	0.38627	False
chr6:93755040-93755063	MAGI1	84.833	45.556	84.833	45.556	-0.88255	771.32	881.19	1.3349	0.090959	0.90904	0.18192	0.38627	False
chr14:48250650-48250673	PELI2	31.54	13.287	31.54	13.287	-1.1875	166.59	211.31	1.3348	0.09097	0.90903	0.18194	0.38627	False
